Facility_Name,ENGLISH_NA,COMMUNITY,ADDRESS_LI,POSTAL_COD,Latitude,Longitude,"Population, 2021",Facilities_Per_Capita,address,point,latitude,longitude
Barrie Area Native Advisory Circle,"Barrie Area Native Advisory Circle 
",Barrie,64 Cedar Pointe Drive,L4N5R7,-8873751.35536422,5524802.39921569,147829.0,0.0007846904193358542,"64 Cedar Pointe Drive, Barrie, Ontario, Canada",POINT (-79.7116293827499 44.383751039779554),44.383751039779554,-79.7116293827499
Barrie Area Native Advisory Circle (Banac),Barrie Area Native Advisory Circle (Banac),Barrie,431 Huronia Road,L4N9B3,-8868090.33624332,5519915.866231,147829.0,0.0007846904193358542,"431 Huronia Road, Barrie, Ontario, Canada",POINT (-79.663906 44.3507158),44.3507158,-79.663906
Barrie Community Health Centre,Barrie Community Health Centre,Barrie,490 Huronia Road,L4N4C3,-8868346.91653765,5519299.95460006,147829.0,0.0007846904193358542,"490 Huronia Road, Barrie, Ontario, Canada",POINT (-79.66566545117848 44.34709875),44.34709875,-79.66566545117848
Barrie Downtown Pharmacy,Barrie Downtown Pharmacy,Barrie,79 Dunlop Street West,L4N1A5,-8871331.18057878,5525678.69755872,147829.0,0.0007846904193358542,"79 Dunlop Street West, Barrie, Ontario, Canada",POINT (-79.6928762375 44.387941525),44.387941525,-79.6928762375
Barrie Manor Senior Living,Barrie Manor Senior Living,Barrie,340 Blake Street,L4M1L3,-8867234.31162301,5527237.46344216,147829.0,0.0007846904193358542,"340 Blake Street, Barrie, Ontario, Canada",POINT (-79.6562755 44.3974858),44.3974858,-79.6562755
Barrie Sleep Disorders Clinic,Barrie Sleep Disorders Clinic,Barrie,190 Cundles Road East,L4M4S5,-8870911.48383459,5529461.01642657,147829.0,0.0007846904193358542,"190 Cundles Road East, Barrie, Ontario, Canada",POINT (-79.6887415 44.4117496),44.4117496,-79.6887415
Barrie Vascular Imaging,Barrie Vascular Imaging,Barrie,60 Bell Farm Road,L4M5G6,-8870037.89299864,5529002.62718615,147829.0,0.0007846904193358542,"60 Bell Farm Road, Barrie, Ontario, Canada",POINT (-79.6811966 44.4092026),44.4092026,-79.6811966
Barrie Women's Health Centre Infertility & Obstetrics,Barrie Women's Health Centre Infertility & Obstetrics,Barrie,630 Huronia Road,L4N0W5,-8867998.17483689,5518024.39551032,147829.0,0.0007846904193358542,"630 Huronia Road, Barrie, Ontario, Canada",POINT (-79.66178563913043 44.337914652173914),44.337914652173914,-79.66178563913043
Barrie and Community Family Health Team,Barrie and Community Family Health Team,Barrie,370 Bayview Drive,L4N7L3,-8869969.56509519,5519466.53385144,147829.0,0.0007846904193358542,"370 Bayview Drive, Barrie, Ontario, Canada",POINT (-79.67963410926752 44.3480159282348),44.3480159282348,-79.67963410926752
Big Bay Guardian Pharmacy,Big Bay Guardian Pharmacy,Barrie,750 Big Bay Point Road,L4M4S6,-8863666.65552648,5521786.63068951,147829.0,0.0007846904193358542,"750 Big Bay Point Road, Barrie, Ontario, Canada",POINT (-79.6230374 44.3627366),44.3627366,-79.6230374
Bob Rumball Home for The Deaf,Bob Rumball Home for The Deaf,Barrie,1 Royal Parkside Drive,L4M0C4,-8863602.91398605,5521965.7745123,147829.0,0.0007846904193358542,"1 Royal Parkside Drive, Barrie, Ontario, Canada",POINT (-79.62157246777276 44.36407625),44.36407625,-79.62157246777276
Bob Rumball Home for the Deaf,Bob Rumball Home for the Deaf,Barrie,1 Royal Parkside Drive,L4M0C4,-8863455.79414702,5521929.0423457,147829.0,0.0007846904193358542,"1 Royal Parkside Drive, Barrie, Ontario, Canada",POINT (-79.62157246777276 44.36407625),44.36407625,-79.62157246777276
Brain Injury Services of Simcoe County Inc. (Biss),Brain Injury Services of Simcoe County Inc. (Biss),Barrie,560 Bryne Drive,L4N9P6,-8870892.25895853,5516231.13469681,147829.0,0.0007846904193358542,"560 Bryne Drive, Barrie, Ontario, Canada",POINT (-79.6881496 44.3272252),44.3272252,-79.6881496
C.A.T.P. Barrie,C.A.T.P. Barrie,Barrie,49 High Street,L4N5J4,-8871565.26320402,5525663.44725058,147829.0,0.0007846904193358542,"49 High Street, Barrie, Ontario, Canada",POINT (-79.69452 44.387542),44.387542,-79.69452
Canadian Mental Health Association (CMHA) Simcoe County Branch,Canadian Mental Health Association (CMHA) Simcoe County Branch,Barrie,21 Bradford Street,L4N1W2,-8871420.72597717,5525417.73231885,147829.0,0.0007846904193358542,"21 Bradford Street, Barrie, Ontario, Canada",POINT (-79.69379465 44.38629915),44.38629915,-79.69379465
Canadian Red Cross Society,Canadian Red Cross Society-Community Health Services-Cornwall,Barrie,14 High Street,L4N1W1,-8871500.01885046,5525508.57784391,147829.0,0.0007846904193358542,"14 High Street, Barrie, Ontario, Canada",POINT (-79.6936348 44.3861954),44.3861954,-79.6936348
Carerx Barrie,Carerx Barrie,Barrie,72 Ross Street,L4N1G3,-8871911.87870251,5526190.77378541,147829.0,0.0007846904193358542,"72 Ross Street, Barrie, Ontario, Canada",POINT (-79.698095075 44.39094455),44.39094455,-79.698095075
Catholic Family Services of Simcoe County,Catholic Family Services of Simcoe County,Barrie,20 Anne Street South,L4N2C6,-8872678.98131356,5524642.87172774,147829.0,0.0007846904193358542,"20 Anne Street South, Barrie, Ontario, Canada",POINT (-79.7046289 44.3816098),44.3816098,-79.7046289
Chartwell Allandale Station Retirement Residence,Chartwell Allandale Station Retirement Residence,Barrie,357 Yonge Street,L4N4K3,-8868324.00698644,5522696.46238551,147829.0,0.0007846904193358542,"357 Yonge Street, Barrie, Ontario, Canada",POINT (-79.66580617190681 44.36883485),44.36883485,-79.66580617190681
Chartwell Whispering Pines Retirement Residence,Chartwell Whispering Pines Retirement Residence,Barrie,140 Letitia Street,L4N1P5,-8874112.38673676,5526225.59140198,147829.0,0.0007846904193358542,"140 Letitia Street, Barrie, Ontario, Canada",POINT (-79.71733265331468 44.39180135),44.39180135,-79.71733265331468
Children's Treatment Network of Simcoe York,Children's Treatment Network of Simcoe York,Barrie,165 Ferris Lane,L4M2Y1,-8870878.7113765,5529056.32680384,147829.0,0.0007846904193358542,"165 Ferris Lane, Barrie, Ontario, Canada",POINT (-79.68907813224044 44.40932649792814),44.40932649792814,-79.68907813224044
Coleman Care Centre,Coleman Care Centre,Barrie,140 Cundles Road West,L4N9X8,-8873873.32813028,5527726.22462023,147829.0,0.0007846904193358542,"140 Cundles Road West, Barrie, Ontario, Canada",POINT (-79.71565024116222 44.4012174),44.4012174,-79.71565024116222
Coleman Health Care Centre,Coleman Health Care Centre,Barrie,140 Cundles Road West,L4M4S4,-8873873.32813028,5527726.22462023,147829.0,0.0007846904193358542,"140 Cundles Road West, Barrie, Ontario, Canada",POINT (-79.71565024116222 44.4012174),44.4012174,-79.71565024116222
Cundles Pharmacy,Cundles Pharmacy,Barrie,18 Cundles Road East,L4M2Z5,-8872432.30845391,5528495.37931444,147829.0,0.0007846904193358542,"18 Cundles Road East, Barrie, Ontario, Canada",POINT (-79.7021677 44.4058609),44.4058609,-79.7021677
Deaf Access Simcoe,Deaf Access Simcoe-Muskoka Inc.,Barrie,80 Bradford Street,L4N6S7,-8871514.17868969,5525021.85142061,147829.0,0.0007846904193358542,"80 Bradford Street, Barrie, Ontario, Canada",POINT (-79.69621487095776 44.38391795),44.38391795,-79.69621487095776
Drugstore Pharmacy #507,Drugstore Pharmacy #507,Barrie,11 Bryne Drive,L4N8V8,-8871599.57187108,5521051.34482438,147829.0,0.0007846904193358542,"11 Bryne Drive, Barrie, Ontario, Canada",POINT (-79.69502793768463 44.35836365),44.35836365,-79.69502793768463
Drugstore Pharmacy #565,Drugstore Pharmacy #565,Barrie,620 Yonge Street,L4N4E5,-8866446.55924641,5520578.63452014,147829.0,0.0007846904193358542,"620 Yonge Street, Barrie, Ontario, Canada",POINT (-79.6485899 44.35493),44.35493,-79.6485899
Dunlop Pharmacy,Dunlop Pharmacy,Barrie,7 Anne Street South,L4N2C4,-8872629.16584143,5524842.02451944,147829.0,0.0007846904193358542,"7 Anne Street South, Barrie, Ontario, Canada",POINT (-79.7050012 44.3825545),44.3825545,-79.7050012
Eagle Ridge Pharmacy,Eagle Ridge Pharmacy,Barrie,480 Huronia Road,L4N6M2,-8868251.42667844,5519361.52054232,147829.0,0.0007846904193358542,"480 Huronia Road, Barrie, Ontario, Canada",POINT (-79.66406127535525 44.34856537858076),44.34856537858076,-79.66406127535525
Ferndale Pharmacy,Ferndale Pharmacy,Barrie,211 Ferndale Drive South,L4N6B9,-8873751.35536422,5520635.86538473,147829.0,0.0007846904193358542,"211 Ferndale Drive South, Barrie, Ontario, Canada",POINT (-79.7142633 44.3555981),44.3555981,-79.7142633
Food Basics Pharmacy #547,Food Basics Pharmacy #547,Barrie,555 Essa Road,L4N9E6,-8873425.43415907,5517857.65581319,147829.0,0.0007846904193358542,"555 Essa Road, Barrie, Ontario, Canada",POINT (-79.7109223 44.3384001),44.3384001,-79.7109223
Georgian Nurse Practitioner,Georgian Nurse Practitioner-Led Clinic,Barrie,1 Georgian Drive,L4M3X9,-8868728.69786327,5529417.00756569,147829.0,0.0007846904193358542,"1 Georgian Drive, Barrie, Ontario, Canada",POINT (-79.66826819456337 44.412230449999996),44.412230449999996,-79.66826819456337
Georgian Radiology Consultants,Georgian Radiology Consultants - Yonge,Barrie,480 Huronia Road,L4N6M2,-8868251.42667844,5519361.52054232,147829.0,0.0007846904193358542,"480 Huronia Road, Barrie, Ontario, Canada",POINT (-79.66406127535525 44.34856537858076),44.34856537858076,-79.66406127535525
Gilbert Centre for Social and Support Services,Gilbert Centre for Social and Support Services,Barrie,80 Bradford Street,L4N6S7,-8871514.17868969,5525021.85142061,147829.0,0.0007846904193358542,"80 Bradford Street, Barrie, Ontario, Canada",POINT (-79.69621487095776 44.38391795),44.38391795,-79.69621487095776
Grove Park Home,Grove Park Home,Barrie,234 Cook Street,L4M4T7,-8868764.13085719,5528489.9722715,147829.0,0.0007846904193358542,"234 Cook Street, Barrie, Ontario, Canada",POINT (-79.6687796 44.4064584),44.4064584,-79.6687796
Grove Park Home For Senior Citizens,Grove Park Home For Senior Citizens,Barrie,234 Cook Street,L4M4H5,-8868764.13085719,5528489.9722715,147829.0,0.0007846904193358542,"234 Cook Street, Barrie, Ontario, Canada",POINT (-79.6687796 44.4064584),44.4064584,-79.6687796
Grove Park Home for Senior Citizens,Grove Park Home for Senior Citizens,Barrie,234 Cook Street,L4M4H5,-8868764.13085719,5528489.9722715,147829.0,0.0007846904193358542,"234 Cook Street, Barrie, Ontario, Canada",POINT (-79.6687796 44.4064584),44.4064584,-79.6687796
Hospice Simcoe,Hospice Simcoe,Barrie,80 Bradford Street,L4N6S7,-8871514.17868969,5525021.85142061,147829.0,0.0007846904193358542,"80 Bradford Street, Barrie, Ontario, Canada",POINT (-79.69621487095776 44.38391795),44.38391795,-79.69621487095776
I.O.O.F. Home,I.O.O.F. Home,Barrie,10 Brooks Street,L4N5L3,-8870769.96336595,5522664.78827239,147829.0,0.0007846904193358542,"10 Brooks Street, Barrie, Ontario, Canada",POINT (-79.68775038261597 44.368664100000004),44.368664100000004,-79.68775038261597
IOOF Seniors Home,IOOF Seniors Home,Barrie,10 Brooks Street,L4N5L3,-8870769.96336595,5522664.78827239,147829.0,0.0007846904193358542,"10 Brooks Street, Barrie, Ontario, Canada",POINT (-79.68775038261597 44.368664100000004),44.368664100000004,-79.68775038261597
Independent Living Services of Simcoe County and Area,Independent Living Services of Simcoe County and Area,Barrie,44 Cedar Pointe Drive,L4N5R7,-8873585.47819099,5524769.97014475,147829.0,0.0007846904193358542,"44 Cedar Pointe Drive, Barrie, Ontario, Canada",POINT (-79.71239792728345 44.38198512432457),44.38198512432457,-79.71239792728345
Innomar Specialty Pharmacy,Innomar Specialty Pharmacy,Barrie,370 Bayview Drive,L4N7L3,-8869969.56509519,5519466.53385144,147829.0,0.0007846904193358542,"370 Bayview Drive, Barrie, Ontario, Canada",POINT (-79.67963410926752 44.3480159282348),44.3480159282348,-79.67963410926752
Ioof Seniors Homes Inc.,Ioof Seniors Homes Inc.,Barrie,20 Brooks Street,L4N3N9,-8870686.99694946,5522716.83104733,147829.0,0.0007846904193358542,"20 Brooks Street, Barrie, Ontario, Canada",POINT (-79.6877945 44.3690067),44.3690067,-79.6877945
Kempenfelt Pharmacy,Kempenfelt Pharmacy,Barrie,11 Victoria Street,L4N6T3,-8871199.41169753,5524609.02584258,147829.0,0.0007846904193358542,"11 Victoria Street, Barrie, Ontario, Canada",POINT (-79.691132 44.3806),44.3806,-79.691132
Kozlov Guardian Pharmacy,Kozlov Guardian Pharmacy,Barrie,400 Bayfield Street,L4M5A1,-8872779.63639713,5528415.5673234,147829.0,0.0007846904193358542,"400 Bayfield Street, Barrie, Ontario, Canada",POINT (-79.7040419 44.4050779),44.4050779,-79.7040419
Letitia Pharmacy,Letitia Pharmacy,Barrie,420 Leacock Drive,L4N5G5,-8874707.55639428,5526153.12105843,147829.0,0.0007846904193358542,"420 Leacock Drive, Barrie, Ontario, Canada",POINT (-79.7227075 44.3916912),44.3916912,-79.7227075
Little Avenue Pharmacy Pharmac,Little Avenue Pharmacy Pharmac,Barrie,110 Little Avenue,L4N4K8,-8870281.92758636,5521737.53608655,147829.0,0.0007846904193358542,"110 Little Avenue, Barrie, Ontario, Canada",POINT (-79.6832948 44.3622747),44.3622747,-79.6832948
Little Lake Pharmacy,Little Lake Pharmacy,Barrie,11 Lakeside Terrace,L4M0H9,-8869033.52402491,5530138.87946573,147829.0,0.0007846904193358542,"11 Lakeside Terrace, Barrie, Ontario, Canada",POINT (-79.668415 44.415928),44.415928,-79.668415
Livita Barrington Retirement Residence,Livita Barrington Retirement Residence,Barrie,450 Yonge Street,L4N4E2,-8867699.53803894,5521904.0041414,147829.0,0.0007846904193358542,"450 Yonge Street, Barrie, Ontario, Canada",POINT (-79.65997986977698 44.36381585),44.36381585,-79.65997986977698
Loblaw Pharmacy #514,Loblaw Pharmacy #514,Barrie,607 Cundles Road East,L4M0J7,-8869556.00205494,5529781.69222264,147829.0,0.0007846904193358542,"607 Cundles Road East, Barrie, Ontario, Canada",POINT (-79.6864837 44.4125929),44.4125929,-79.6864837
M. D. Care Pharmacy,M. D. Care Pharmacy,Barrie,384 Yonge Street,L4N4C8,-8868153.79948502,5522377.06342417,147829.0,0.0007846904193358542,"384 Yonge Street, Barrie, Ontario, Canada",POINT (-79.6639243 44.3666506),44.3666506,-79.6639243
Mapleview Healthcare Pharmacy,Mapleview Healthcare Pharmacy,Barrie,555 Mapleview Drive West,L4N8G5,-8875319.76906585,5515930.38594582,147829.0,0.0007846904193358542,"555 Mapleview Drive West, Barrie, Ontario, Canada",POINT (-79.7164479 44.3283757),44.3283757,-79.7164479
Mapleview Medical Pharmacy,Mapleview Medical Pharmacy,Barrie,237 Mapleview Drive East,L4N0W5,-8868114.47030892,5518174.62415828,147829.0,0.0007846904193358542,"237 Mapleview Drive East, Barrie, Ontario, Canada",POINT (-79.6625613 44.3404078),44.3404078,-79.6625613
March of Dimes,March of Dimes - Barrie,Barrie,570 Bryne Drive,L4N9P6,-8870945.64778631,5516084.19029871,147829.0,0.0007846904193358542,"570 Bryne Drive, Barrie, Ontario, Canada",POINT (-79.6906688 44.3359815),44.3359815,-79.6906688
Margarets Guest House,Margarets Guest House,Barrie,16 Stanley Street,L4M6V2,-8873285.21612847,5530590.06285555,147829.0,0.0007846904193358542,"16 Stanley Street, Barrie, Ontario, Canada",POINT (-79.71005785163987 44.4194613),44.4194613,-79.71005785163987
Marsellus Pharmacy,Marsellus Pharmacy,Barrie,2 Marsellus Drive,L4N0Y4,-8874478.2716391,5518012.7066672,147829.0,0.0007846904193358542,"2 Marsellus Drive, Barrie, Ontario, Canada",POINT (-79.7202645 44.3391769),44.3391769,-79.7202645
Mccallum Residence,Mccallum Residence,Barrie,185 Ferndale Drive South,L4N6X8,-8873827.0860138,5520861.9744036,147829.0,0.0007846904193358542,"185 Ferndale Drive South, Barrie, Ontario, Canada",POINT (-79.715126075 44.357057375),44.357057375,-79.715126075
Medisystem Pharmacy #6020,Medisystem Pharmacy #6020,Barrie,526 Welham Road,L4N8Z7,-8868938.7800063,5518696.8482648,147829.0,0.0007846904193358542,"526 Welham Road, Barrie, Ontario, Canada",POINT (-79.67020825630298 44.34264007871167),44.34264007871167,-79.67020825630298
Mill Creek Care Centre,Mill Creek Care Centre,Barrie,286 Hurst Drive,L4N0Z3,-8867325.47115402,5522783.66798499,147829.0,0.0007846904193358542,"286 Hurst Drive, Barrie, Ontario, Canada",POINT (-79.65563376746704 44.3692931),44.3692931,-79.65563376746704
Mulcaster Mews,Mulcaster Mews,Barrie,130 Mulcaster Street,L4M3M9,-8870667.47151077,5526732.4637178,147829.0,0.0007846904193358542,"130 Mulcaster Street, Barrie, Ontario, Canada",POINT (-79.68655006480002 44.39473705),44.39473705,-79.68655006480002
New Life Family Pharmacy,New Life Family Pharmacy,Barrie,201 Hurst Drive,L4N8K8,-8866611.1117177,5522180.19117076,147829.0,0.0007846904193358542,"201 Hurst Drive, Barrie, Ontario, Canada",POINT (-79.6498913746148 44.36594477287755),44.36594477287755,-79.6498913746148
New Path Youth & Family Services,New Path Youth & Family Services,Barrie,165 Ferris Lane,L4M2Y1,-8870878.7113765,5529056.32680384,147829.0,0.0007846904193358542,"165 Ferris Lane, Barrie, Ontario, Canada",POINT (-79.68907813224044 44.40932649792814),44.40932649792814,-79.68907813224044
Ontario Aboriginal HIV/AIDS Strategy,Ontario Aboriginal HIV/AIDS Strategy,Barrie,80 Bradford Street,L4N6S7,-8871514.17868969,5525021.85142061,147829.0,0.0007846904193358542,"80 Bradford Street, Barrie, Ontario, Canada",POINT (-79.69621487095776 44.38391795),44.38391795,-79.69621487095776
Owen Hill Care Community,Owen Hill Care Community,Barrie,130 Owen Street,L4M3H7,-8871073.87670776,5526791.05745704,147829.0,0.0007846904193358542,"130 Owen Street, Barrie, Ontario, Canada",POINT (-79.6901383 44.3951741),44.3951741,-79.6901383
Parkview 55+ Centre,Parkview 55+ Centre,Barrie,189 Blake Street,L4M1K5,-8868332.45613579,5526746.43831378,147829.0,0.0007846904193358542,"189 Blake Street, Barrie, Ontario, Canada",POINT (-79.6662158 44.3950953),44.3950953,-79.6662158
Pharma Plus #1370,Pharma Plus #1370,Barrie,353 Duckworth Street,L4M3X8,-8869233.78778885,5528693.57224585,147829.0,0.0007846904193358542,"353 Duckworth Street, Barrie, Ontario, Canada",POINT (-79.67369357633466 44.4073161),44.4073161,-79.67369357633466
Pharma Plus #1388,Pharma Plus #1388,Barrie,320 Bayfield Street,L4M3B9,-8872457.96759654,5527490.20750319,147829.0,0.0007846904193358542,"320 Bayfield Street, Barrie, Ontario, Canada",POINT (-79.7031814 44.3996331),44.3996331,-79.7031814
Pharma Plus #1396,Pharma Plus #1396,Barrie,121 Wellington Street West,L4N1L3,-8872488.59158846,5525845.47123459,147829.0,0.0007846904193358542,"121 Wellington Street West, Barrie, Ontario, Canada",POINT (-79.7028992 44.3890422),44.3890422,-79.7028992
Pharmasave Allandale,Pharmasave Allandale,Barrie,21 Essa Road,L4N3K4,-8871180.33153681,5523503.00583329,147829.0,0.0007846904193358542,"21 Essa Road, Barrie, Ontario, Canada",POINT (-79.69090791428572 44.37396868571428),44.37396868571428,-79.69090791428572
Pharmasave Simcoe,Pharmasave Simcoe,Barrie,301 Blake Street,L4M1K7,-8867463.03978075,5526918.63762982,147829.0,0.0007846904193358542,"301 Blake Street, Barrie, Ontario, Canada",POINT (-79.6581302 44.3957772),44.3957772,-79.6581302
Primary Care Pharmacy,Primary Care Pharmacy,Barrie,370 Bayview Drive,L4N8Y2,-8869969.56509519,5519466.53385144,147829.0,0.0007846904193358542,"370 Bayview Drive, Barrie, Ontario, Canada",POINT (-79.67963410926752 44.3480159282348),44.3480159282348,-79.67963410926752
Prince William Way Pharmasave,Prince William Way Pharmasave,Barrie,172 Prince William Way,L9J0G7,-8862318.66554856,5520145.63145381,147829.0,0.0007846904193358542,"172 Prince William Way, Barrie, Ontario, Canada",POINT (-79.61162218386312 44.352444),44.352444,-79.61162218386312
Procare Pharmacy Ltd,Procare Pharmacy Ltd,Barrie,125 Bell Farm Road,L4M6L2,-8869398.51837132,5529211.34999409,147829.0,0.0007846904193358542,"125 Bell Farm Road, Barrie, Ontario, Canada",POINT (-79.67516909114468 44.41061945),44.41061945,-79.67516909114468
Purehealth Pharmacy,Purehealth Pharmacy,Barrie,201 Georgian Drive,L4M6M2,-8867968.99799835,5529871.9578632,147829.0,0.0007846904193358542,"201 Georgian Drive, Barrie, Ontario, Canada",POINT (-79.66304129681069 44.41490345),44.41490345,-79.66304129681069
Rexall #6952,Rexall #6952,Barrie,190 Cundles Road,L4M4S5,-8870911.48383459,5529461.01642657,147829.0,0.0007846904193358542,"190 Cundles Road, Barrie, Ontario, Canada",POINT (-79.6887415 44.4117496),44.4117496,-79.6887415
Rexall #6959,Rexall #6959,Barrie,68 Maple Avenue,L4N1R8,-8871354.37956066,5525992.85335025,147829.0,0.0007846904193358542,"68 Maple Avenue, Barrie, Ontario, Canada",POINT (-79.6927412 44.3900602),44.3900602,-79.6927412
Rexall Pharma Plus #1378,Rexall Pharma Plus #1378,Barrie,567 Essa Road,L4N6A9,-8873346.40845256,5517755.32244748,147829.0,0.0007846904193358542,"567 Essa Road, Barrie, Ontario, Canada",POINT (-79.71082151409168 44.33600757959699),44.33600757959699,-79.71082151409168
Roberta Place,Roberta Place,Barrie,503 Essa Road,L4N9E4,-8873110.70056275,5518538.93734362,147829.0,0.0007846904193358542,"503 Essa Road, Barrie, Ontario, Canada",POINT (-79.70882180553339 44.3421106),44.3421106,-79.70882180553339
Roberta Place Retirement Lodge,Roberta Place Retirement Lodge,Barrie,489 Essa Road,L4N9E4,-8873063.42317501,5518482.23328042,147829.0,0.0007846904193358542,"489 Essa Road, Barrie, Ontario, Canada",POINT (-79.70754575737257 44.342776799999996),44.342776799999996,-79.70754575737257
Roberts Guest House,Roberts Guest House,Barrie,18 Stanley Street,L4M6V2,-8873270.59987933,5530593.8813878,147829.0,0.0007846904193358542,"18 Stanley Street, Barrie, Ontario, Canada",POINT (-79.70989984338138 44.4195021),44.4195021,-79.70989984338138
Royal Simcoe Pharmacy,Royal Simcoe Pharmacy,Barrie,181 Livingstone Street East,L4M6Z4,-8871663.88114091,5530335.05086613,147829.0,0.0007846904193358542,"181 Livingstone Street East, Barrie, Ontario, Canada",POINT (-79.6950532 44.4184164),44.4184164,-79.6950532
Royal Victoria Regional Health Centre,Royal Victoria Regional Health Centre,Barrie,70 Wellington Street West,L4N1K4,-8872141.21911743,5526305.30632951,147829.0,0.0007846904193358542,"70 Wellington Street West, Barrie, Ontario, Canada",POINT (-79.7000941 44.391408),44.391408,-79.7000941
Serenity Barrie,Serenity Barrie,Barrie,410 Hurst Drive,L4N6N1,-8868641.45677833,5523398.52226939,147829.0,0.0007846904193358542,"410 Hurst Drive, Barrie, Ontario, Canada",POINT (-79.66835286489541 44.3732737),44.3732737,-79.66835286489541
Shoppers Drug Mart #1028,Shoppers Drug Mart #1028,Barrie,420 Essa Road,L4N9J7,-8872508.76268019,5519309.57473761,147829.0,0.0007846904193358542,"420 Essa Road, Barrie, Ontario, Canada",POINT (-79.7033724 44.3469277),44.3469277,-79.7033724
Shoppers Drug Mart #1173,Shoppers Drug Mart #1173,Barrie,509 Bayfield Street,L4M4Z8,-8873063.42317501,5529592.46767117,147829.0,0.0007846904193358542,"509 Bayfield Street, Barrie, Ontario, Canada",POINT (-79.70810844639183 44.413152350000004),44.413152350000004,-79.70810844639183
Shoppers Drug Mart #1210,Shoppers Drug Mart #1210,Barrie,649 Yonge Street,L4N4E7,-8865915.36490024,5520711.1565902,147829.0,0.0007846904193358542,"649 Yonge Street, Barrie, Ontario, Canada",POINT (-79.6445233 44.3562969),44.3562969,-79.6445233
Shoppers Drug Mart #1464,Shoppers Drug Mart #1464,Barrie,380 Mapleview Drive West,L4N9G4,-8873970.89966396,5516468.26122935,147829.0,0.0007846904193358542,"380 Mapleview Drive West, Barrie, Ontario, Canada",POINT (-79.7158002699878 44.32857477105783),44.32857477105783,-79.7158002699878
Shoppers Drug Mart #645,Shoppers Drug Mart #645,Barrie,279 Yonge Street,L4N7T9,-8869091.00940995,5523156.74606759,147829.0,0.0007846904193358542,"279 Yonge Street, Barrie, Ontario, Canada",POINT (-79.6731658 44.3707804),44.3707804,-79.6731658
Shoppers Drug Mart #651,Shoppers Drug Mart #651,Barrie,165 Wellington Street West,L4N1L7,-8872736.60028199,5525524.51328909,147829.0,0.0007846904193358542,"165 Wellington Street West, Barrie, Ontario, Canada",POINT (-79.7057931 44.3851432),44.3851432,-79.7057931
Shoppers Drug Mart #652,Shoppers Drug Mart #652,Barrie,567 Cundles Road East,L4M5L1,-8869540.06110387,5529974.86365416,147829.0,0.0007846904193358542,"567 Cundles Road East, Barrie, Ontario, Canada",POINT (-79.67656516334011 44.41581225),44.41581225,-79.67656516334011
Shoppers Drug Mart 1231,Shoppers Drug Mart 1231,Barrie,831 Big Bay Point Road,L4N0G5,-8862781.67670662,5521895.51794969,147829.0,0.0007846904193358542,"831 Big Bay Point Road, Barrie, Ontario, Canada",POINT (-79.6159772 44.3638553),44.3638553,-79.6159772
"Simcoe Muskoka Child, Youth and Family Services","Simcoe Muskoka Child, Youth and Family Services",Barrie,60 Bell Farm Road,L4M5G6,-8870037.89299864,5529002.62718615,147829.0,0.0007846904193358542,"60 Bell Farm Road, Barrie, Ontario, Canada",POINT (-79.6811966 44.4092026),44.4092026,-79.6811966
Simcoe Muskoka District Health Unit,Simcoe Muskoka District Health Unit,Barrie,15 Sperling Drive,L4M6K9,-8870653.8460051,5529230.11252932,147829.0,0.0007846904193358542,"15 Sperling Drive, Barrie, Ontario, Canada",POINT (-79.686416 44.4106943),44.4106943,-79.686416
Simcoe Terrace,Simcoe Terrace,Barrie,44 Donald Street,L4N1E3,-8872483.19259315,5525637.13702407,147829.0,0.0007846904193358542,"44 Donald Street, Barrie, Ontario, Canada",POINT (-79.7018334 44.3868461),44.3868461,-79.7018334
Sobeys Pharmacy #7237,Sobeys Pharmacy #7237,Barrie,37 Mapleview Drive West,L4N9H5,-8870623.55597165,5516874.35355764,147829.0,0.0007846904193358542,"37 Mapleview Drive West, Barrie, Ontario, Canada",POINT (-79.6878529 44.3345158),44.3345158,-79.6878529
Truemedica Health Pharmacy,Truemedica Health Pharmacy,Barrie,411 Bayfield Street,L4M6E5,-8872858.49512441,5529145.30742399,147829.0,0.0007846904193358542,"411 Bayfield Street, Barrie, Ontario, Canada",POINT (-79.7056111 44.409284),44.409284,-79.7056111
Victoria Village Manor,Victoria Village Manor,Barrie,76 Ross Street,L4N1G3,-8871966.3807252,5526141.71778082,147829.0,0.0007846904193358542,"76 Ross Street, Barrie, Ontario, Canada",POINT (-79.698525425 44.39095278333333),44.39095278333333,-79.698525425
Vision Loss Rehabilitation Canada,Vision Loss Rehabilitation Canada - Simcoe Branch,Barrie,20 Anne Street South,L4N2C6,-8872678.98131356,5524642.87172774,147829.0,0.0007846904193358542,"20 Anne Street South, Barrie, Ontario, Canada",POINT (-79.7046289 44.3816098),44.3816098,-79.7046289
Woods Park Care Centre,Woods Park Care Centre,Barrie,110 Lillian Crescent,L4N5H7,-8874024.56679047,5527967.38969495,147829.0,0.0007846904193358542,"110 Lillian Crescent, Barrie, Ontario, Canada",POINT (-79.71658314568451 44.402727),44.402727,-79.71658314568451
