X,Y,FID,OBJECTID,OGF_ID,MOH_SERVIC,SERVICE_TY,SERVICE__1,ENGLISH_NA,FRENCH_NAM,ENGLISH__1,FRENCH_N_1,ADDRESS_LI,ADDRESS__1,ADDRESS_DE,COMMUNITY,POSTAL_COD,GEOMETRY_U,EFFECTIVE_
-8890211.01074511,5353480.75923219,5184,6181,6181,5740870,Pharmacy,RP,Kohler Drug Store, , , ,574 James Street North,Unit 2, ,Hamilton,L8L1J7,,2023/03/28 00:00:00+00
-9201761.55980909,5842244.65698701,5185,6182,6182,5742431,Pharmacy,LTCF,St Joseph's Manor, , , ,70 Spine Road, , ,Elliot Lake,P5A1X2,,2023/03/28 00:00:00+00
-8828833.65139846,5416970.35201312,5186,6183,6183,5744910,Pharmacy,RP,New Era Pharmacy, , , ,2163 Danforth Avenue, , ,Toronto,M4C1K2,,2023/03/28 00:00:00+00
-8878032.65845233,5417949.16852026,5187,6184,6184,5745036,Pharmacy,RP,Peel Memorial Pharmacy, , , ,169 Queen Street East, , ,Brampton,L6S1B3,,2023/03/28 00:00:00+00
-8840099.70706834,5429433.29279453,5188,6185,6185,5745553,Pharmacy,RP,Yonge Elmwood Pharmacy Inc., , , ,5025 Yonge Street,Unit 201, ,Toronto,M2N5P2,,2023/03/28 00:00:00+00
-8336629.6025345,5626918.80933909,5189,6186,6186,5746053,Pharmacy,LTCF,Woodland Villa Nh, , , ,Mille Roches Road, , ,Long Sault,K0C1P0,,2023/03/28 00:00:00+00
-8637011.84557346,5480534.92180411,5190,6187,6187,5747597,Pharmacy,RP,Pharmasave #9789, , , ,290 Dundas Street West,Unit 4, ,Quinte West,K8V3R9,,2023/03/28 00:00:00+00
-8854789.02632325,5340723.50174026,5191,6188,6188,5748550,Pharmacy,RP,Orchardview Pharmacy, , , ,155 Main Street East,Unit 107, ,Grimsby,L3M1P2,,2023/03/28 00:00:00+00
-8875283.18948118,5409673.60971665,5192,6189,6189,5748836,Pharmacy,RP,Twain Pharmacy, , , ,735 Twain Avenue, , ,Mississauga,L5W1K7,,2023/03/28 00:00:00+00
-8890684.75310208,5352140.49317054,5193,6190,6190,5749194,Pharmacy,RP,North End Farmacia, , , ,3 Colbourne Street, , ,Hamilton,L8R2G2,,2023/03/28 00:00:00+00
-8891312.22767584,5350176.58896034,5194,6191,6191,5749951,Pharmacy,RP,James St Medical Pharmacy, , , ,206 James Street South, , ,Hamilton,L8P3A9,,2023/03/28 00:00:00+00
-9931480.34739769,6180093.96995647,5195,6192,6192,5750038,Pharmacy,RP,Elevate Medical Pharmacy, , , ,106 Cumberland Street North,Unit 100, ,Thunder Bay,P7A4M2,,2023/03/28 00:00:00+00
-8885867.79175623,5373152.6543555,5196,6193,6193,5750671,Pharmacy,RP,Alton Village Pharmacy, , , ,4265 Thomas Alton Boulevard,Unit 5, ,Burlington,L7M0Z4,,2023/03/28 00:00:00+00
-9049265.72408003,5309750.35942895,5197,6194,6194,5755596,Pharmacy,RP,Sobeys Pharmacy #7274, , , ,661 Wonderland Road North, , ,London,N6H0H9,,2023/03/28 00:00:00+00
-8934495.70755843,5332137.33108282,5198,6195,6195,5755872,Pharmacy,RP,Eagle Place Apothecary Inc, , , ,78 Eagle Avenue, , ,Brantford,N3B1Z3,,2023/03/28 00:00:00+00
-8885176.33073916,5412724.69856422,5199,6196,6196,5757512,Pharmacy,RP,Medbox Rx Pharmacy, , , ,9525 Mississauga Road,Unit 7, ,Brampton,L6X0Z8,,2023/03/28 00:00:00+00
-9011215.50874444,5864453.60061474,5200,6197,6197,5757834,Pharmacy,RP,Health Care Pharmacy, , , ,1276 Lasalle Boulevard, , ,Greater Sudbury,P3A1Y8,,2023/03/28 00:00:00+00
-8961435.85922658,5379421.13502158,5201,6198,6198,5759814,Pharmacy,RP,Riepert Pharmachoice, , , ,98 Highland Road West, , ,Kitchener,N2M3B5,,2023/03/28 00:00:00+00
-8848645.37041807,5476524.6024841,5202,6199,6199,5760198,Pharmacy,RP,Costco Pharmacy #510, , , ,18182 Yonge Street, , ,East Gwillimbury,L9N0J3,,2023/03/28 00:00:00+00
-8876758.20613004,5412643.97921066,5203,6200,6200,5762196,Pharmacy,RP,Sheridan Pharmacy, , , ,373 Steeles Avenue West,Unit 6-7, ,Brampton,L6Y0P8,,2023/03/28 00:00:00+00
-8886866.56135957,5423158.85057492,5204,6201,6201,5762953,Pharmacy,RP,May-Van Pharmacy, , , ,537 Van Kirk Drive,Unit 104, ,Brampton,L7A0P4,,2023/03/28 00:00:00+00
-8428221.84353778,5685618.3502793,5205,6202,6202,5764755,Pharmacy,RP,Preston Medical Pharmacy, , , ,225 Preston Street, , ,Ottawa,K1R7R1,,2023/03/28 00:00:00+00
-8893894.09402166,5352264.988874,5206,6203,6203,5766539,Pharmacy,LTCF,Shalom Village Nursing Home, , , ,60 Macklin Street North, , ,Hamilton,L8S3S1,,2023/03/28 00:00:00+00
-8423451.31355153,5681583.82914905,5207,6204,6204,5767477,Pharmacy,RP,Evans Medical Pharmacy, , , ,1194 Karn Place, , ,Ottawa,K1H7Z8,,2023/03/28 00:00:00+00
-8844885.95536669,5457947.78679392,5208,6205,6205,5768270,Pharmacy,RP,The Organic Compounding Pharma, , , ,13237 Yonge Street,Unit B10, ,Richmond Hill,L4E3L2,,2023/03/28 00:00:00+00
-8955679.11647555,5254900.81479159,5209,6206,6206,5770515,Pharmacy,RP,Port Rowan Parmasave, , , ,1024 Bay Street,Postal Office Box 39, ,Port Rowan,N0E1M0,,2023/03/28 00:00:00+00
-8432457.79506534,5673822.63881488,5210,6207,6207,5771872,Pharmacy,RP,Woodroffe Pharmacy, , , ,1637 Woodroffe Avenue, , ,Ottawa,K2G1W2,,2023/03/28 00:00:00+00
-8933100.13963015,5333319.46244292,5211,6208,6208,5774691,Pharmacy,RP,Shoppers Drug Mart #1140, , , ,10 Stanley Street,Unit 6, ,Brantford,N3S7N4,,2023/03/28 00:00:00+00
-9189157.0876375,5206765.119024,5212,6209,6209,5774799,Pharmacy,RP,Healthpoint Pharmacy, , , ,7034 Tecumseh Road, , ,Pointes Aux Roches,N0R1N0,,2023/03/28 00:00:00+00
-8872019.23521942,5422544.70142732,5213,6210,6210,5777091,Pharmacy,RP,Southgate Pharmacy, , , ,700 Balmoral Drive,Unit 11C, ,Brampton,L6T1X2,,2023/03/28 00:00:00+00
-8799773.37550035,5320978.22975811,5214,6211,6211,5777359,Pharmacy,RP,Niagara Pharmacy, , , ,3700 Main Street, , ,Niagara Falls,L2G6A8,,2023/03/28 00:00:00+00
-8820263.89851092,5428150.81016146,5215,6212,6212,5777992,Pharmacy,RP,Cedarbrae Pharmacy, , , ,3340 Lawrence Avenue East,Unit 5, ,Toronto,M1H1A7,,2023/03/28 00:00:00+00
-9050909.61239642,5304427.31905433,5216,6213,6213,5778116,Pharmacy,LTCF,Westmount Gardens Ltc Home, , , ,590 Longworth Road, , ,London,N6K4X9,,2023/03/28 00:00:00+00
-8839903.84042429,5431642.71208909,5217,6214,6214,5778517,Pharmacy,RP,Finch Medical Pharmacy, , , ,78 Finch Avenue East, , ,Toronto,M2N4R3,,2023/03/28 00:00:00+00
-8866904.04895773,5405008.90997017,5218,6215,6215,5780835,Pharmacy,RP,Shoppers Drug Mart #1100, , , ,5035 Hurontario Street, , ,Mississauga,L4Z3X7,,2023/03/28 00:00:00+00
-8878081.46091709,5417898.71723845,5219,6216,6216,5782110,Pharmacy,RP,Queen Lynch Pharmacy, , , ,157 Queen Street East, , ,Brampton,L6W3X4,,2023/03/28 00:00:00+00
-8798611.61189858,5443663.96747299,5220,6217,6217,5783397,Pharmacy,RP,Shoppers Drug Mart #1224, , , ,15 Westney Road North,Unit 1, ,Ajax,L1T1P4,,2023/03/28 00:00:00+00
-8758305.18425554,5451735.49465104,5221,6218,6218,5783752,Pharmacy,RP,Bowanville Clinic Pharmacy Ltd, , , ,222 King Street East,Unit 1106, ,Bowmanville,L1C1P6,,2023/03/28 00:00:00+00
-8887621.85297265,5389616.8122822,5222,6219,6219,5784270,Pharmacy,RP,Shoppers Drug Mart #1344, , , ,1020 Kennedy Circle, , ,Milton,L9T0J9,,2023/03/28 00:00:00+00
-8878375.38890059,5346376.3190811,5223,6220,6220,5787071,Pharmacy,RP,Queenlake Pharmacy, , , ,910 Queenston Road, , ,Hamilton,L8G1B5,,2023/03/28 00:00:00+00
-8867787.68081175,5403527.61431093,5224,6221,6221,5787810,Pharmacy,RP,Heritage Hills Pharmacy, , , ,4646 Heritage Hills Boulevard,Unit 9 & 10, ,Mississauga,L5R1Y4,,2023/03/28 00:00:00+00
-8822754.13778387,5430433.44291298,5225,6222,6222,5788230,Pharmacy,RP,Town Care Pharmacy, , , ,60 Town Centre Court,Unit 3, ,Toronto,M1P0B1,,2023/03/28 00:00:00+00
-8840807.07564064,5432554.80657115,5226,6223,6223,5788757,Pharmacy,RP,Medcentral Pharmacy, , , ,20 Drewry Avenue, , ,Toronto,M2M1C8,,2023/03/28 00:00:00+00
-9245699.42961689,5207093.81205736,5227,6224,6224,5792715,Pharmacy,RP,Shoppers Drug Mart #1107, , , ,1675 Wyandotte Street West, , ,Windsor,N9B1H8,,2023/03/28 00:00:00+00
-8524914.788137,5503964.04506324,5228,6225,6225,5793992,Pharmacy,RP,Milford Pharmacy, , , ,728 Milford Drive, , ,Kingston,K7P1C6,,2023/03/28 00:00:00+00
-8779756.02711734,5455525.47075645,5229,6226,6226,5794517,Pharmacy,RP,Ritson Pharmacy, , , ,250 Taunton Road East,Unit 8A, ,Oshawa,L1G7T1,,2023/03/28 00:00:00+00
-8813966.68850014,5430621.29436536,5230,6227,6227,5795151,Pharmacy,RP,West Hill Medical Pharmacy, , , ,4637 Kingston Road,Unit 2, ,Toronto,M1E2P8,,2023/03/28 00:00:00+00
-8841958.79822434,5421185.12338591,5231,6228,6228,5795632,Pharmacy,RP,Delray Pharmacy, , , ,2812 Bathurst Street, , ,Toronto,M6B3A6,,2023/03/28 00:00:00+00
-9211721.97143536,5205419.71426407,5232,6229,6229,5797836,Pharmacy,RP,Lakeshore Pharmacy, , , ,1303 County Road 22, , ,Belle River,N0R1A0,,2023/03/28 00:00:00+00
-8760114.97200906,5450729.04210708,5233,6230,6230,5798997,Pharmacy,RP,Remedy's Rx Global Drug Mart, , , ,130 Waverley Road, , ,Bowmanville,L1C3W9,,2023/03/28 00:00:00+00
-8838623.37684949,5420684.7581528,5234,6231,6231,5801876,Pharmacy,RP,Yonge Drug Mart, , , ,2399 Yonge Street,Unit 104, ,Toronto,M4P2E7,,2023/03/28 00:00:00+00
-8822378.27865515,5339846.13865844,5235,6232,6232,5803151,Pharmacy,RP,Lake Street Pharmacy, , , ,353 Lake Street,Unit 15, ,St. Catharines,L2N7G4,,2023/03/28 00:00:00+00
-8819951.5916795,5339278.72947384,5236,6233,6233,5803473,Pharmacy,RP,Carlton Medical Centre Pharmac, , , ,359 Carlton Street,Unit 6, ,St. Catharines,L2N1C2,,2023/03/28 00:00:00+00
-8844052.03879726,5410415.53571874,5237,6234,6234,5804230,Pharmacy,RP,Welcome Guardian Drugs, , , ,137 Roncesvalles Avenue, , ,Toronto,M6R2L2,,2023/03/28 00:00:00+00
-8845812.42296077,5830151.41491675,5238,6235,6235,5804757,Pharmacy,RP,North Bay Life Care Pharmacy, , , ,142 Main Street East, , ,North Bay,P1B1A8,,2023/03/28 00:00:00+00
-8388431.55984575,5636099.44978475,5239,6236,6236,5808432,Pharmacy,RP,Seaway Valley Pharmacy, , , ,507 Main Street,Postal Office Box 757, ,Winchester,K0C2K0,,2023/03/28 00:00:00+00
-8864824.33370293,5402594.49740412,5240,6237,6237,5810517,Pharmacy,RP,Matthews Gate Pharmacy, , , ,3662 Hurontario Street,Unit 5, ,Mississauga,L5B1P3,,2023/03/28 00:00:00+00
-8449704.06736403,5664106.82770107,5241,6238,6238,5813952,Pharmacy,LTCF,Granite Ridge Care Community, , , ,5501 Abbott Street East, , ,Ottawa,K2S2C5,,2023/03/28 00:00:00+00
-8774260.4621556,5482047.80761527,5242,6239,6239,5822791,Pharmacy,RP,Wellness Sheild, , , ,14020 Old Scugog Road, , ,Blackstock,L0B1B0,,2023/03/28 00:00:00+00
-8795936.47095143,5444880.73422013,5243,6240,6240,5824673,Pharmacy,RP,Sobeys Pharmacy #7203, , , ,260 Kingston Road, , ,Ajax,L1T4E4,,2023/03/28 00:00:00+00
-8819333.59039441,5443945.92720728,5244,6241,6241,5824717,Pharmacy,RP,9th Line Discount Pharmacy, , , ,6884 14th Avenue,Unit 3, ,Markham,L6B1A8,,2023/03/28 00:00:00+00
-8963192.13570088,5373992.06951167,5245,6242,6242,5825636,Pharmacy,LTCF,Chartwell Westmount Ltc Reside, , , ,200 David Bergey Drive, , ,Kitchener,N2E3Y4,,2023/03/28 00:00:00+00
-8841176.56729448,5411311.25783711,5246,6243,6243,5827796,Pharmacy,RP,Main Drug Mart, , , ,1169 Dundas Street West, , ,Toronto,M6J1X3,,2023/03/28 00:00:00+00
-8829023.5735817,5444924.30785302,5247,6244,6244,5827910,Pharmacy,RP,Pharmalinx Guardian Pharmacy, , , ,178 Main Street Unionville, , ,Markham,L3R2G9,,2023/03/28 00:00:00+00
-8862449.00954034,5393270.97219384,5248,6245,6245,5830470,Pharmacy,RP,Jane's Guardian Pharmacy, , , ,1107 Lorne Park Road,Unit 11, ,Mississauga,L5H3A1,,2023/03/28 00:00:00+00
-8919023.74549155,5450291.03161944,5249,6246,6246,5831111,Pharmacy,RP,Riddell Park Pharmacy & Compou, , , ,515 Riddell Road,Unit 2, ,Orangeville,L9W6X2,,2023/03/28 00:00:00+00
-8436280.62883062,5663884.21313271,5250,6247,6247,5832272,Pharmacy,RP,Costco Pharmacy #1263, , , ,4315 Strandherd Drive, , ,Ottawa,K2J6E5,,2023/03/28 00:00:00+00
-8969812.3614781,5379914.67395334,5251,6248,6248,5834635,Pharmacy,RP,Costco Pharmacy #1248, , , ,930 Erb Street West, , ,Waterloo,N2J3Z4,,2023/03/28 00:00:00+00
-8870799.86378117,5394031.66922389,5252,6249,6249,5835910,Pharmacy,RP,Shoppers Drug Mart #1057, , , ,3476 Glen Erin Drive, , ,Mississauga,L5L3R4,,2023/03/28 00:00:00+00
-8847124.12278468,5429556.25735926,5253,6250,6250,5836875,Pharmacy,RP,Sultan Pharmacy, , , ,1118 Finch Avenue West,Unit 8, ,Toronto,M3J3J4,,2023/03/28 00:00:00+00
-9047800.85976873,5315735.8645507,5254,6251,6251,5837197,Pharmacy,RP,Shoppers Drug Mart #764, , , ,1680 Richmond Street North,Unit L104, ,London,N6G3Y9,,2023/03/28 00:00:00+00
-8866880.2265867,5400334.7453803,5255,6252,6252,5837516,Pharmacy,RP,Bestkare Pharmacy, , , ,720 Burnhamthorpe Road West,Unit 4, ,Mississauga,L5C3G1,,2023/03/28 00:00:00+00
-8875614.08666756,5429574.35457667,5256,6253,6253,5838150,Pharmacy,RP,Castlemore Pharmacy, , , ,2945 Sandalwood Parkway East,Unit 4, ,Brampton,L6R3J6,,2023/03/28 00:00:00+00
-8960506.82015227,5380988.42266248,5257,6254,6254,5838276,Pharmacy,RP,Shoppers Drug Mart #1087, , , ,250 King Street West, , ,Kitchener,N2G1B6,,2023/03/28 00:00:00+00
-8866469.52445737,5404137.96399492,5258,6255,6255,5838855,Pharmacy,RP,Kingsbridge Pharmacy, , , ,20 Kingsbridge Gdn Circle,Unit 2, ,Mississauga,L5R3K7,,2023/03/28 00:00:00+00
-8584474.15548366,5752457.91661292,5259,6256,6256,5845838,Pharmacy,RP,Rowan Drugs, , , ,115 Pembroke Street West, , ,Pembroke,K8A5M7,,2023/03/28 00:00:00+00
-8883923.32968274,5417234.7627959,5260,6257,6257,5846150,Pharmacy,RP,Pendale Pharmacy, , , ,831 Bovaird Drive West,Unit 26, ,Brampton,L6X0T9,,2023/03/28 00:00:00+00
-8874580.71896647,5396558.09551564,5261,6258,6258,5848292,Pharmacy,LTCF,The Village of Erin Meadows, , , ,2930 Erin Centre Boulevard, , ,Mississauga,L5M7M4,,2023/03/28 00:00:00+00
-8835954.08017561,5412708.86545204,5262,6259,6259,5854998,Pharmacy,RP,Jarvis St. Apothecary, , , ,275 Jarvis Street, , ,Toronto,M5B2P2,,2023/03/28 00:00:00+00
-8870281.92758636,5521737.53608655,5263,6260,6260,5855951,Pharmacy,RP,Little Avenue Pharmacy Pharmac, , , ,110 Little Avenue,Unit 11, ,Barrie,L4N4K8,,2023/03/28 00:00:00+00
-8872409.59927779,5397959.42034505,5264,6261,6261,5858752,Pharmacy,AS,"Wong, Albert G Md", , , ,2000 Credit Valley Road,Unit 402, ,Mississauga,L5M4N4,,2023/03/28 00:00:00+00
-8881625.07200362,5428262.99946427,5265,6262,6262,5859270,Pharmacy,RP,Health Solutions Plus Remedy's, , , ,143 Inspire Boulevard,Unit 2, ,Brampton,L6R3X9,,2023/03/28 00:00:00+00
-8824906.95654826,5335479.54415519,5266,6263,6263,5859911,Pharmacy,RP,1st Place Pharmacy, , , ,300 Fourth Avenue,Unit D, ,St. Catharines,L2S0E6,,2023/03/28 00:00:00+00
-8840747.74235205,5446326.74167078,5267,6264,6264,5861070,Pharmacy,RP,Allencourt Pharmacy, , , ,610 Major Mackenzie Drive East, , ,Richmond Hill,L4C1J9,,2023/03/28 00:00:00+00
-8787959.71699135,5297886.7687576,5268,6265,6265,5863078,Pharmacy,RP,Drug Store Pharmacy #4162, , , ,1135 Thompson Road, , ,Fort Erie,L2A6A8,,2023/03/28 00:00:00+00
-8877141.54592853,5397465.82565005,5269,6266,6266,5863390,Pharmacy,RP,Sobeys Pharmacy #7204, , , ,5602 Tenth Line West, , ,Mississauga,L5M7L9,,2023/03/28 00:00:00+00
-8937809.41050062,5366761.01748071,5270,6267,6267,5865030,Pharmacy,RP,Highland Plaza Ida, , , ,75 Dundas Street North, , ,Cambridge,N1R6G5,,2023/03/28 00:00:00+00
-8823236.47400553,5460281.49914233,5271,6268,6268,5871336,Pharmacy,RP,Shoppers Drug Mart #961, , , ,5710 Main Street,Unit 6 & 7, ,Whitchurch-Stouffville,L4A8A9,,2023/03/28 00:00:00+00
-8870872.44408917,5380424.4771072,5272,6269,6269,5872914,Pharmacy,RP,Shepherd Pharmacy, , , ,579 Kerr Street,Unit 7, ,Oakville,L6K3E1,,2023/03/28 00:00:00+00
-9047677.76267581,5310085.87879184,5273,6270,6270,5875332,Pharmacy,LTCF,Chelsey Park (Oxford) N/h, , , ,310 Oxford Street West, , ,London,N6H4N6,,2023/03/28 00:00:00+00
-8869091.00940995,5523156.74606759,5274,6271,6271,5876830,Pharmacy,RP,Shoppers Drug Mart #645, , , ,279 Yonge Street, , ,Barrie,L4N7T9,,2023/03/28 00:00:00+00
-8511477.75749376,5505037.96805451,5275,6272,6272,5877198,Pharmacy,RP,Shoppers Drug Mart #1291, , , ,823 Highway 15, , ,Kingston,K7L4V3,,2023/03/28 00:00:00+00
-9239234.18283475,5205909.82097523,5276,6273,6273,5878678,Pharmacy,HOPD,Windsor Regional Cancer Centre, , , ,2220 Kildare Road, , ,Windsor,N8W2X3,,2023/03/28 00:00:00+00
-8899083.77528659,5346863.11038192,5277,6274,6274,5878990,Pharmacy,RP,Pop Rx Ancaster Central Pharma, , , ,1015 Golf Links Road, , ,Hamilton,L9K1L6,,2023/03/28 00:00:00+00
-9072752.85646326,5260787.46277985,5278,6275,6275,5883154,Pharmacy,RP,Highland Pharmacy, , , ,172 Currie Road, , ,Dutton,N0L1J0,,2023/03/28 00:00:00+00
-8935344.58546742,5397361.1066472,5279,6276,6276,5885839,Pharmacy,RP,I Care Pharmacy, , , ,11 Speedvale Avenue East, , ,Guelph,N1H1J2,,2023/03/28 00:00:00+00
-8365779.91363676,5655628.95852585,5280,6277,6277,5887310,Pharmacy,RP,Medicaid Pharmacy, , , ,33 Queen Street, , ,Crysler,K0A1R0,,2023/03/28 00:00:00+00
-8865387.93315287,5402975.79018143,5281,6278,6278,5888079,Pharmacy,RP,Square One Pharmacy, , , ,33 City Centre Drive,Unit 110, ,Mississauga,L5B2N5,,2023/03/28 00:00:00+00
-8891328.72522438,5389850.66530575,5282,6279,6279,5889238,Pharmacy,RP,Miltowne Pharmacy, , , ,311 Commercial Street,Unit 210, ,Milton,L9T3Z9,,2023/03/28 00:00:00+00
-8826816.33071825,5414720.31877197,5283,6280,6280,5890636,Pharmacy,RP,Glen Manor Pharmacy, , , ,116 Glen Manor Drive, , ,Toronto,M4E2X2,,2023/03/28 00:00:00+00
-8891116.87310145,5489234.84157869,5284,6281,6281,5892135,Pharmacy,RP,Wray's Pharmacy, , , ,33 Victoria Street West, , ,New Tecumseth,L9R1S9,,2023/03/28 00:00:00+00
-8878971.15968336,5416744.69442026,5285,6282,6282,5893517,Pharmacy,RP,Queen Street Pharmacy, , , ,79 Queen Street West, , ,Brampton,L6Y1M2,,2023/03/28 00:00:00+00
-8859838.17786301,5395897.51490496,5286,6283,6283,5894357,Pharmacy,RP,Rite Care Pharmacy, , , ,150 Lakeshore Road West,Unit 101, ,Mississauga,L5H3R2,,2023/03/28 00:00:00+00
-8424445.76395863,5690886.94662601,5287,6284,6284,5894794,Pharmacy,RP,New Edinburg Pharmacy, , , ,5 Beechwood Avenue, , ,Ottawa,K1M1M2,,2023/03/28 00:00:00+00
-8891853.27379694,5578973.60794529,5288,6285,6285,5897951,Pharmacy,RP,Wal-Mart Pharmacy, , , ,16845 Highway 12,Rural Route 1, ,Midland,L4R4K3,,2023/03/28 00:00:00+00
-8787985.45405762,5297711.32315702,5289,6286,6286,5899717,Pharmacy,RP,Wal-Mart Pharmacy, , , ,750 Garrison Road, , ,Fort Erie,L2A1N7,,2023/03/28 00:00:00+00
-8934656.18573635,5337859.93023339,5290,6287,6287,5899913,Pharmacy,RP,Remedy's Rx, , , ,222 Fairview Drive, , ,Brantford,N3R2W9,,2023/03/28 00:00:00+00
-8956726.02062671,5376406.90117138,5291,6288,6288,5901198,Pharmacy,RP,Pharmasave, , , ,1144 Courtland Avenue East, , ,Kitchener,N2C2H5,,2023/03/28 00:00:00+00
-9101195.91031272,5820249.58829368,5292,6289,6289,5901713,Pharmacy,RP,Remedy's Rx, , , ,800 Centre Street,"Unit 111, Espanda Mall", ,Espanola,P5E1J3,,2023/03/28 00:00:00+00
-8426676.9627765,5664030.55541193,5293,6290,6290,5902035,Pharmacy,RP,Shoppers Drug Mart #1161, , , ,647 Earl Armstrong Road, , ,Ottawa,K1V2G2,,2023/03/28 00:00:00+00
-8612149.36088147,5490898.77538517,5294,6291,6291,5904079,Pharmacy,RP,Remedy's Rx, , , ,274 Dundas Street East,Unit 101, ,Belleville,K8N1E6,,2023/03/28 00:00:00+00
-9011747.70496602,5864459.23072517,5295,6292,6292,5904596,Pharmacy,RP,Remedy's Rx, , , ,1122 Lasalle Boulevard,Unit 103, ,Greater Sudbury,P3A1Y4,,2023/03/28 00:00:00+00
-9152329.86162362,5225425.07925705,5296,6293,6293,5905238,Pharmacy,RP,Medical Place Health Solutions, , , ,735 St Clair Street, , ,Chatham,N7L5J7,,2023/03/28 00:00:00+00
-8808984.12827977,5479057.24957366,5297,6294,6294,5906273,Pharmacy,RP,Wal-Mart Pharmacy, , , ,6 Welwood Road, , ,Uxbridge,L9P1X4,,2023/03/28 00:00:00+00
-8853266.05323776,5411044.52432684,5298,6295,6295,5906834,Pharmacy,RP,Pharma-Docs, , , ,4972 Dundas Street West, , ,Toronto,M9A1B7,,2023/03/28 00:00:00+00
-9385917.07060188,5867543.09943961,5299,6296,6296,5907557,Pharmacy,RP,Wal-Mart Pharmacy, , , ,446 Great Northern Road, , ,Sault Ste. Marie,P6B4Z9,,2023/03/28 00:00:00+00
-8853492.32123475,5410594.96548068,5300,6297,6297,5907799,Pharmacy,RP,Dunbloor Medical Pharmacy, , , ,5115 Dundas Street West, , ,Toronto,M9A1C1,,2023/03/28 00:00:00+00
-8873385.48159383,5397363.48765875,5301,6298,6298,5909715,Pharmacy,RP,Wal-Mart Pharmacy #1211, , , ,5100 Erin Mills Parkway, , ,Mississauga,L5M4Z5,,2023/03/28 00:00:00+00
-8874122.13832415,5385422.51965926,5302,6299,6299,5909831,Pharmacy,RP,Oak City Pharmacy, , , ,180 Oak Park Boulevard,Unit 107, ,Oakville,L6H0A6,,2023/03/28 00:00:00+00
-9112891.33639054,5284564.52966379,5303,6300,6300,5911631,Pharmacy,RP,Alvinston Pharmacy, , , ,3231 River Street,Postal Office Box 119, ,Alvinston,N0N1A0,,2023/03/28 00:00:00+00
-8449366.78043888,5670436.91809854,5304,6301,6301,5911711,Pharmacy,LTCF,Garden Terrace, , , ,100 Aird Place, , ,Ottawa,K2L4H8,,2023/03/28 00:00:00+00
-8825801.07469832,5416165.08185887,5305,6302,6302,5915334,Pharmacy,RP,Henley Gardens Pharmacy, , , ,1089 Kingston Road, , ,Toronto,M1N4E4,,2023/03/28 00:00:00+00
-8492612.26527784,5674103.82116991,5306,6303,6303,5915478,Pharmacy,RP,Pakenham Pharmacy, , , ,2547 County Road,No 29, ,Pakenham,K0A2X0,,2023/03/28 00:00:00+00
-9060088.83949605,5533278.73680615,5307,6304,6304,5921899,Pharmacy,RP,Wardrop Pharmasave, , , ,639 Goderich Street, , ,Port Elgin,N0H2C0,,2023/03/28 00:00:00+00
-9239700.3888622,5208234.45944846,5308,6305,6305,5923637,Pharmacy,RP,Shoppers Simply Pharmacy, , , ,1270 Walker Road, , ,Windsor,N8Y4T4,,2023/03/28 00:00:00+00
-8815278.93378955,5435043.20668983,5309,6306,6306,5924510,Pharmacy,LTCF,Extendicare/rouge Valley, , , ,551 Conlins Avenue, , ,Toronto,M1B5S1,,2023/03/28 00:00:00+00
-8846331.75064922,5428494.21021665,5310,6307,6307,5928277,Pharmacy,RP,Trust Care Ltc Services, , , ,1450 Lodestar Road,Unit 8 & 9, ,Toronto,M3J3C1,,2023/03/28 00:00:00+00
-8926205.94545414,5392012.28944348,5311,6308,6308,5928598,Pharmacy,RP,Arkell Pharmacy, , , ,403 Arkett Road,Unit 4, ,Guelph,N1L1E5,,2023/03/28 00:00:00+00
-8841649.50815112,5559731.71910905,5312,6309,6309,5929230,Pharmacy,RP,Orillia Pharmacy Ltd, , , ,16 O'brien Street, , ,Orillia,L3V5S2,,2023/03/28 00:00:00+00
-8834378.46410292,5793364.67150604,5313,6310,6310,5929356,Pharmacy,RP,Powassan Drug Mart, , , ,496 Main Street,Postal Office Box 88, ,Powassan,P0H1Z0,,2023/03/28 00:00:00+00
-8860545.47964362,5422408.24479256,5314,6311,6311,5929631,Pharmacy,RP,Drugstore Pharmacy #4165, , , ,330 Queens Plate Drive, , ,Toronto,M9W7J7,,2023/03/28 00:00:00+00
-8942209.11299914,5287693.27280193,5315,6312,6312,5930371,Pharmacy,LTCF,Cedarwood Village, , , ,500 Queensway West, , ,Simcoe,N3Y4R4,,2023/03/28 00:00:00+00
-8875268.55096814,5408741.34889024,5316,6313,6313,5932832,Pharmacy,LTCF,Extendicare/mississauga, , , ,855 John Watt Boulevard, , ,Mississauga,L5W1G2,,2023/03/28 00:00:00+00
-8837132.25227031,5412690.63201828,5317,6314,6314,5934359,Pharmacy,RP,Shoppers Drug Mart #822, , , ,700 Bay Street,Lucliffe Plaza, ,Toronto,M5G1Z6,,2023/03/28 00:00:00+00
-8885875.91807905,5424344.48816619,5318,6315,6315,5935713,Pharmacy,RP,Shoppers Drug Mart #1177, , , ,11965 Hurontario Street, , ,Brampton,L6Z3C9,,2023/03/28 00:00:00+00
-9251735.40617863,5177271.5482197,5319,6316,6316,5936712,Pharmacy,RP,Rexall #1909, , , ,71 Sandwich Street South, , ,Amherstburg,N9V1Z5,,2023/03/28 00:00:00+00
